id,path,sourcePackageId
95ef5308-203e-4529-88c9-adc37fb3cf07,files/derivative/manifest.xlsx,N:package:ce125adc-4da2-45d0-8297-407b238054ed
c1031a46-8c25-42e9-8949-bb9f4fa43056,files/derivative/thumbnail.jpg,N:package:8aeee4d2-0b5e-4fc9-b79e-252f348b17d3
025943ae-4e26-4659-a4c4-b477a8b0b1dc,files/derivative/mouseBody_metadata.json,N:package:b2e3ad1c-f9e3-4e9c-9dd8-69de557cdfec
0ee5c74e-a461-4715-82db-38db6298747a,files/derivative/mouseBody_5.json,N:package:951059f0-8db1-4607-a798-4720479edd2b
a415068a-465d-4c2e-9a2a-dc9067b80af2,files/derivative/mouseBody_7.json,N:package:43acd5b4-c8b7-440c-be72-0c149c3ed0ca
8d57c080-6393-4c92-aabd-4a22b5cab2b7,files/derivative/mouse_annotations.csv,N:package:cdf4a525-138f-4483-bc22-a9b0fecf8a59
4231fec3-4723-4247-894b-6b10aab555b8,files/derivative/mouseBody_8.json,N:package:ccbfd5d3-2986-4416-b58b-559c5b1e67e0
f5157a62-10ed-4ffe-8efd-53e15e88a37b,files/derivative/mouseBody_4.json,N:package:94811377-e6af-4048-97c4-1b35e2254e27
172e78aa-8835-4041-a94e-db72cb6d2ce6,files/derivative/mouseBody_view.json,N:package:c596c2f8-f849-47ea-9401-619577f164cf
b89e3bc5-12af-4444-a466-0a0b1a8613cc,files/derivative/scaffold_context_info.json,N:package:85b2f468-59ae-46b4-b172-eb17ab11de5d
14d243b7-eb81-4c63-b7be-903a70189c6e,files/derivative/mouseBody_6.json,N:package:01f8c31f-4620-4f32-98df-f53da0e779d4
e69eb0b5-6b98-47bb-99b7-772f377164cf,files/derivative/mouseBody_9.json,N:package:60be5abf-e32d-4f36-897b-d678ed47b037
770bca90-d5d5-4db3-921a-a9a631cf688b,files/derivative/mouseBody_3.json,N:package:80ca6f17-ecb8-45ed-be4a-9c46508c85ed
f1a00adf-f00a-4788-b65c-9d910bf758d5,files/derivative/mouseBody_16.json,N:package:ef6510ef-5b73-48d9-bfac-31d5fad7925b
a7ef7b6d-e4c5-489c-98ea-480a2965c471,files/derivative/mouseBody_13.json,N:package:b1e9a159-9647-4cbc-aa42-b2f494c07adc
fa261fe4-1c5b-496f-9588-9010138627ae,files/derivative/mouseBody_12.json,N:package:8c273335-3b6f-41e9-9999-f1eda6abe2b5
6efd9eb7-d415-42ba-814d-378ed6bba07f,files/derivative/mouseBody_15.json,N:package:e5a3465c-f0a3-4d43-bf44-948a3d4f3194
2ed3e36e-1f24-4ab8-a937-11ff03c568f4,files/derivative/mouseBody_2.json,N:package:e73c0685-9f24-4794-b02e-bd2ac0d9f32a
3fe5adb8-f265-4415-9ca2-004a7c636b64,files/derivative/mouseBody_14.json,N:package:032b43a2-5dd9-4603-996d-a20a10fa201d
93d1f8d3-a5ff-4108-8b94-f75d744dcfa4,files/derivative/mouseBody_17.json,N:package:3b360191-6403-42cd-995a-c6020bc450d6
ce805b9b-285c-482b-801a-598b10379ca1,files/derivative/mouseBody_18.json,N:package:f54a42fc-764c-4884-aa51-9e35c2c50473
9c6c952f-61ca-4670-9635-14dde1a4cd9f,files/derivative/mouseBody_10.json,N:package:013beb9f-78d4-485e-aa20-31fdd1a5f6fc
ea27450f-08ce-4fb9-836d-f203a8aaf29b,files/derivative/mouseBody_11.json,N:package:06db7d69-ab89-4a7d-9e3e-ae853c38ed0c
8e5bcbb3-6b69-4348-8943-10685abb8eef,files/primary/mouse_provenance.json,N:package:7db61ddf-c57c-4527-a5dc-cc2c84c0759b
54c148c1-d48b-4083-abed-ba2d977885f6,files/primary/whole-colon.exf,N:package:0b66f315-eb33-478f-99e8-b549cb375684
20be9901-9e90-4f7a-bbc8-b3b249329434,files/primary/whole-brainstem.exf,N:package:a37998f7-cc1a-4b22-8f40-5d2b46df675b
10f80ec8-6a95-496e-ac80-62b8817e2227,files/primary/whole-bladder.exf,N:package:d54be6a6-ef1a-4613-9217-748065b603c7
5fdf9d0d-1455-4154-afe3-f1bbc434de83,files/primary/whole-stomach.exf,N:package:5fc65000-54dd-4f92-ad17-5161ac712abb
8d8d5558-1a0e-4de5-8dca-99673e96beaf,files/primary/manifest.xlsx,N:package:ff1cc1b3-67a1-44c7-b469-56e1d24abcab
e8ecb99b-3279-45c7-b965-3eac51f45c5f,files/primary/mouse_with_organs.png,N:package:87e2e415-eb65-434f-adf7-f523efdc3879
9d4cd414-db14-4031-ad75-24cb16e58928,files/primary/view.cmgui,N:package:5cd4e502-ad1a-4533-88dd-ce178efa9817
632d0385-18ae-4197-99e6-21c8faac9a12,files/primary/whole-lung.exf,N:package:8b52fd1c-c27d-4a46-8fcb-9b6b1c25d5ac
f644a5e8-60bb-4d6b-9852-fad6ac49c48a,files/primary/whole-heart.exf,N:package:4f913c4c-e5d3-4803-8915-216c673d86b1
d7e676fe-6393-4b52-9caf-4afe3f2620ee,files/docs/manifest.xlsx,N:package:fdf672c3-f873-4a17-9e1c-22b850973a0e
14988458-5179-419b-8d95-873429b44712,files/dataset_description.xlsx,N:package:16b3cc27-8f0c-4ec6-98af-6b812b4dc689
9a8a99c8-e971-4489-a217-cc6aeefc57f6,files/primary/whole-body.exf,N:package:b75dbe1a-c8e2-46e0-b867-ec59b02944aa
4a11db80-daa0-403b-aeec-cfad824e68b9,files/docs/mouseWholeBody_annotations.csv,N:package:2d05a64f-8d94-4d8d-b75a-ffc4ff7660d4
